site,date,date_basis,section,source,title,url
google-sites,2026-01-31,listed on the old site,solutions,Atlantic,The ‘Doomsday Glacier’ Could Flood the Earth. Can a 50-Mile Wall Stop It?,https://www.theatlantic.com/science/2026/01/thwaites-glacier-sea-level-rise-sea-curtain/685846/?utm_source=apple_news
google-sites,2026-01-28,listed on the old site,solutions,InsideClimateNews,"Amid National Call to Make Polluters Pay, Illinois Lawmakers Are Prepping a Climate Change Superfund Bill",https://insideclimatenews.org/news/28012026/amid-national-call-to-make-polluters-pay-illinois-lawmakers-are-prepping-a-climate-change-superfund-bill/
google-sites,2026-01-28,listed on the old site,effects,Reuters,"Record-breaking Australia heatwave fuels bushfires, cuts power to thousands",https://www.reuters.com/sustainability/climate-energy/record-breaking-australia-heatwave-fuels-bushfires-cuts-power-thousands-2026-01-28/
google-sites,2026-01-28,listed on the old site,effects,NBCNews,Western states face 'snow drought' as snowpack hits record lows,https://www.nbcnews.com/science/environment/snowpack-record-lows-western-us-rcna256029
google-sites,2026-01-27,listed on the old site,effects,ScienceAlert,"The Arctic Has Entered a New Era of 'Extreme Weather', Scientists Warn",https://www.sciencealert.com/the-arctic-has-entered-a-new-era-of-extreme-weather-scientists-warn
google-sites,2026-01-26,listed on the old site,effects,NewScientist,Termination shock could make the cost of climate damage even higher,https://www.newscientist.com/article/2513124-termination-shock-could-make-the-cost-of-climate-damage-even-higher/
google-sites,2026-01-24,listed on the old site,effects,BBC,Firefighters battle 'emergency level' blazes in Australia heatwave,https://www.bbc.com/news/articles/cpqyp9w84eeo
google-sites,2026-01-23,listed on the old site,effects,TCD,Meteorologists issue urgent warning about vast region's winter: 'There is now strong evidence',https://www.thecooldown.com/outdoors/himalayas-snow-droughts-drought-prevention/
google-sites,2026-01-23,listed on the old site,other,Time,Trump Mocks Climate Change Concerns Ahead of Historic Winter Storm. Here’s Why That’s Wrong,https://time.com/7357480/trump-winter-storm-fern-climate-change/
google-sites,2026-01-22,listed on the old site,other,Anthropocene,Should the climate fight shift focus from curbing emissions to reducing human suffering?,https://www.anthropocenemagazine.org/2026/01/should-the-climate-fight-shift-focus-from-curbing-emissions-to-reducing-human-suffering/
google-sites,2026-01-20,listed on the old site,other,Time,"​​At Davos, Phasing Out Fossil Fuels Is No Longer Debatable",https://time.com/7353478/davos-climate-leadership-end-fossil-fuel-era/
google-sites,2026-01-14,listed on the old site,causes,FastCompany,A critical climate trend just reversed—driven by crypto and data centers,https://www.fastcompany.com/91474856/climate-change-trend-just-reversed-ai-data-centers-crypto-mining-coal-pushed-us-greenhouse-gas-emissions-up
google-sites,2026-01-14,listed on the old site,effects,Earth.com,How Pacific storms are reshaping winter weather across the West,https://www.earth.com/news/how-pacific-storms-are-reshaping-winter-weather-across-the-west/
google-sites,2026-01-14,listed on the old site,effects,NPR,The long-term health impacts from the LA wildfires are just becoming clear,https://www.npr.org/2026/01/14/nx-s1-5630989/la-fires-health-impact-smoke
google-sites,2026-01-14,listed on the old site,effects,BBC News,2025 third hottest year on record despite global temperature dip,https://www.youtube.com/watch?v=TlU6rNFFO6s
google-sites,2026-01-14,listed on the old site,effects,NYTimes,Why Greenland Matters for a Warming World,https://www.nytimes.com/2026/01/14/world/europe/greenland-climate.html
google-sites,2026-01-11,listed on the old site,effects,BBC Science Focus,Climate change has now shrunk US salaries by 12%. And worse is to come,https://www.sciencefocus.com/news/climate-change-income
google-sites,2026-01-01,listed on the old site,causes,Hill,Trump is repurposing clean energy funds to revive coal power,https://thehill.com/opinion/energy-environment/5649632-trump-is-repurposing-clean-energy-funds-to-revive-coal-power/
google-sites,2025-12-31,listed on the old site,effects,Euronews,Deadliest climate disasters of 2025 revealed as experts warn women and the poorest ‘hit the hardest’,https://www.euronews.com/green/2025/12/31/deadliest-climate-disasters-of-2025-revealed-as-experts-warn-women-and-the-poorest-hit-the
google-sites,2025-12-30,listed on the old site,effects,CBSNews,"2025 was so hot it pushed Earth past critical climate change mark, scientists say",https://www.cbsnews.com/news/climate-change-2025-critical-mark-eclipsed/?ftag=CNM-00-10aac3a
google-sites,2025-12-17,listed on the old site,effects,MyNorthwest,Pacific levee breach: Evacuees likely can’t return until the weekend as another storm approaches,https://mynorthwest.com/local/pacific-levee-breach/4174435
google-sites,2025-12-17,listed on the old site,effects,LATimes,Recipe for L.A.’s fire disaster: Intense rains followed by unprecedented heat and dry conditions,https://www.latimes.com/california/story/2025-12-17/palisades-and-eaton-fires-fueled-by-a-catastrophic-combination-of-worst-case-scenarios
google-sites,2025-12-17,listed on the old site,causes,NYTimes,Trump Administration Plans to Break Up Premier Weather and Climate Research Center,https://www.nytimes.com/2025/12/17/climate/national-center-for-atmospheric-research-trump.html
google-sites,2025-12-16,listed on the old site,effects,AP,"Damage from record flooding in Washington state is profound, with more on the way, governor says",https://apnews.com/article/pacific-northwest-levee-floods-washington-5a5d085e96e98d24c96a889b4d7d8e6c
google-sites,2025-12-16,listed on the old site,effects,TCD,Experts issue warning about disturbing trend impacting crucial food crop: 'That's a huge impact',https://www.thecooldown.com/sustainable-food/flood-resistant-rice-yields/
google-sites,2025-12-16,listed on the old site,effects,NBC News,Washington infrastructure begins to fail as atmospheric rivers continue pummeling the state,https://www.nbcnews.com/weather/storms/washington-storms-atmospheric-rivers-infrastructure-failures-rcna249561
google-sites,2025-12-15,listed on the old site,effects,Guardian,Glaciers to reach peak rate of extinction in the Alps in eight years,https://www.theguardian.com/environment/2025/dec/15/alpine-glaciers-rate-extinction-climate-crisis?CMP=oth_b-aplnews_d-1
google-sites,2025-12-15,listed on the old site,effects,CNN,New data raises questions about how much the Earth has warmed,https://www.cnn.com/2025/12/15/climate/glosat-global-temperature-data
google-sites,2025-12-15,listed on the old site,solutions,InsideClimateNews,"One Big, Shining Beacon for Climate Hope",https://insideclimatenews.org/news/15122025/bill-mckibben-here-comes-the-sun-climate-hope/
google-sites,2025-12-15,listed on the old site,solutions,Time,"10 Years After the Paris Climate Deal: What The World Got Right, Wrong, And What Comes Next",https://time.com/7340848/paris-climate-agreement-success-failure-what-next/
google-sites,2025-12-09,listed on the old site,causes,BBC,"UN environment report 'hijacked' by US and others over fossil fuels, top scientist says",https://www.bbc.com/news/articles/c1w9ge93w9po
google-sites,2025-12-08,listed on the old site,effects,Youtube,"Pineapple Express slams into Washington state with heavy rain, major river flooding expected",https://www.youtube.com/watch?v=r2IF3Pz7AyA
google-sites,2025-12-03,listed on the old site,other,NYTimes,Top Journal Retracts Study Predicting Catastrophic Climate Toll,https://www.nytimes.com/2025/12/03/business/economy/study-climate-damage-retracted.html
google-sites,2025-11-04,listed on the old site,causes,Reuters,"World will overshoot 1.5C climate goal, UN says",https://www.reuters.com/sustainability/cop/world-will-overshoot-15c-climate-goal-un-says-2025-11-04/
google-sites,2025-10-10,listed on the old site,solutions,NYTimes,Why China Built 162 Square Miles of Solar Panels on the World’s Highest Plateau,https://www.nytimes.com/2025/10/10/business/china-solar-tibetan-plateau.html
google-sites,2025-10-09,listed on the old site,other,NYTimes,This Is Why Your Energy Bills Are Going Up,https://www.nytimes.com/2025/10/09/opinion/trump-energy-bills-prices.html
google-sites,2025-09-12,listed on the old site,effects,NYTimes,"An Annual Blast of Pacific Cold Water Did Not Occur, Alarming Scientists",https://www.nytimes.com/2025/09/12/climate/pacific-cold-water-upwelling.html
google-sites,2025-09-04,listed on the old site,effects,NYTimes,Humans Are Altering the Seas. Here’s What the Future Ocean Might Look Like,https://www.nytimes.com/interactive/2025/09/04/climate/ocean-water-temperatures-sea-levels.html
google-sites,2025-09-02,listed on the old site,causes,NYTimes,Scientists Denounce Trump Administration’s Climate Report,https://www.nytimes.com/2025/09/02/climate/climate-science-report-energy-department.html
google-sites,2025-08-27,listed on the old site,effects,Economist,No going back: climate tipping-points,https://www.economist.com/podcasts/2025/08/27/no-going-back-climate-tipping-points
google-sites,2025-08-25,listed on the old site,effects,Axios Seattle,Climate report flags Pacific Northwest vulnerabilities,https://www.axios.com/local/seattle/2025/08/25/climate-report-flags-pacific-northwest-vulnerabilities
google-sites,2025-08-21,listed on the old site,effects,Economist,Europe is ablaze,https://www.economist.com/europe/2025/08/21/europe-is-ablaze
google-sites,2025-08-06,listed on the old site,effects,BBC,From heatwaves to floods: Extreme weather sweeps across Asia,https://www.bbc.com/news/articles/c9qyw1r502go
google-sites,2025-08-05,listed on the old site,effects,BBC,Great Barrier Reef suffers worst coral decline on record,https://www.bbc.com/news/articles/cvg3pp52m65o
google-sites,2025-08-02,listed on the old site,effects,BBC,Melting glaciers threaten to wipe out European villages - is the steep cost to protect them worth it?,https://www.bbc.com/news/articles/cj4w9ggzxv4o
google-sites,2025-08-01,listed on the old site,solutions,Conversation,The World Court just ruled countries can be held liable for climate change damage – what does that mean for the US?,https://theconversation.com/the-world-court-just-ruled-countries-can-be-held-liable-for-climate-change-damage-what-does-that-mean-for-the-us-262272
google-sites,2025-07-24,listed on the old site,solutions,NYTimes,"As U.S. Retreats on Climate, China and Europe Pledge to Go Green Together",https://www.nytimes.com/2025/07/24/climate/china-eu-joint-climate-statement.html?smid=nytcore-ios-share&referringSource=articleShare
google-sites,2025-07-20,listed on the old site,effects,CNN,"This is the summer of flooding across the US, and scientists know why",https://www.cnn.com/2025/07/20/climate/summer-of-flooding
google-sites,2025-07-15,listed on the old site,solutions,Verge,EcoFlow says its new Ocean Pro is better than Tesla’s Powerwall,https://www.theverge.com/news/707153/ecoflow-launches-ocean-pro-home-energy-system-tesla-battery-competitor
google-sites,2025-05-05,listed on the old site,other,Youtube,"Naomi Klein on Trump, Musk, Far Right & ""End Times Fascism""",https://www.youtube.com/watch?v=XtYSyb6fCxo
google-sites,2025-07-08,listed on the old site,causes,NYTimes,Trump Hires Scientists Who Doubt the Consensus on Climate Change,https://www.nytimes.com/2025/07/08/climate/trump-climate-energy-department.html
google-sites,2025-06-04,listed on the old site,effects,NYTmes,Eastern U.S. Is Shrouded in Smoke and Dust,https://www.nytimes.com/2025/06/04/weather/air-quality-wildfire-smoke-sahara-dust.html
google-sites,2025-03-12,listed on the old site,effects,CNN,The Arctic is in trouble. The consequences will be felt around the world,https://www.cnn.com/2025/03/12/climate/arctic-sea-ice-heat-downward-spiral/index.html
google-sites,2025-03-03,listed on the old site,solutions,WashingtonPost,How China came to dominate the world in renewable energy,https://www.washingtonpost.com/climate-solutions/2025/03/03/china-renewable-energy-green-world-leader/
google-sites,2025-02-14,listed on the old site,effects,WashingtonPost,Scientists have a new explanation for the last two years of record heat,https://www.washingtonpost.com/climate-environment/2025/02/14/global-warming-acceleration-clouds/?utm_source=newsletter&utm_medium=email&utm_campaign=wp_climatecoach
google-sites,2025-02-03,listed on the old site,effects,WSJ,"Climate Change to Wipe Away $1.5 Trillion in U.S. Home Values, Study Says",https://www.wsj.com/real-estate/climate-change-to-wipe-away-1-5-trillion-in-u-s-home-values-study-says-60c6970b
google-sites,2025-01-31,listed on the old site,other,NPR,"A New Zealand mountain is granted personhood, recognizing it as sacred for Māori","https://www.npr.org/2025/01/31/nx-s1-5281937/new-zealand-mountain-personhood-maori#:~:text=A%20New%20Zealand%20mountain%20is%20granted%20personhood%20The%20recognition%20acknowledges,country%27s%20government%20to%20Indigenous%20people."
google-sites,2025-01-27,listed on the old site,effects,WashingtonPost,Is a key ocean current system slowing down? A new study adds to the debate,https://www.washingtonpost.com/climate-environment/2025/01/27/atlantic-ocean-amoc-weakening-study/
google-sites,2024-12-16,listed on the old site,effects,CNN,"World’s biggest iceberg, A23a, is on the move again",https://www.cnn.com/2024/12/16/climate/worlds-biggest-iceberg-a23a-moving-intl-scli/index.html
google-sites,2024-08-07,listed on the old site,effects,NYTimes,Heat Raises Fears of ‘Demise’ for Great Barrier Reef Within a Generation,https://www.nytimes.com/2024/08/07/climate/ocean-heat-great-barrier-reef.html
google-sites,2024-08-06,listed on the old site,effects,Futurism,"Major Earth Systems on Track for Collapse, Scientists Find",https://www.yahoo.com/news/major-earth-systems-track-collapse-223031664.html
google-sites,2024-08-02,listed on the old site,effects,Hill,Study finds major Earth systems likely on track to collapse: 5 things to know,https://thehill.com/policy/energy-environment/4806281-climate-change-earth-systems-collapse-risk-study/
google-sites,2024-06-24,listed on the old site,effects,CNN,A Minnesota dam is on the brink of collapse due to flooding,https://www.cnn.com/2024/06/24/us/rapidan-dam-collapse-risk-minnesota/index.html
google-sites,2024-06-24,listed on the old site,effects,WashingtonPost,"Fueled by climate change, extreme wildfires have doubled in 20 years",https://www.washingtonpost.com/climate-environment/2024/06/24/extreme-wildfires-increased-study/
google-sites,2024-06-20,listed on the old site,effects,NPR,"Heat and snowfall, rain and wildfires. It’s a week of extreme weather in the U.S",https://www.npr.org/2024/06/20/nx-s1-5013299/us-extreme-weather-heat-wave-wildfires-tropical-storm-alberto
google-sites,2024-06-17,listed on the old site,effects,CNN,A heat wave not seen in decades will send temperatures soaring for more than half the US population,https://www.cnn.com/2024/06/17/weather/heat-wave-east-us-climate-monday/index.html
google-sites,2024-06-17,listed on the old site,effects,WashingtonPost,How hot? A city-by-city forecast for the prolonged heat wave this week,https://www.washingtonpost.com/weather/2024/06/17/heat-wave-forecast-cities-midwest-east/
google-sites,2024-06-12,listed on the old site,effects,Futurism,"Fans of Donald Trump, Who Thinks Climate Change Is a Hoax, Hospitalized by Heat at Trump Rallies",https://futurism.com/the-byte/donald-trump-fans-hospitalized-heat-rally
google-sites,2024-06-12,listed on the old site,effects,WashingtonPost,Serious heat wave to scorch the East next week. Maps show areas at risk,https://www.washingtonpost.com/weather/2024/06/12/heat-wave-dome-midwest-mid-atlantic-south/
google-sites,2024-06-12,listed on the old site,effects,NBC,"Southern Florida receives record rainfall and flash flooding in a 500-to-1,000-year event",https://www.nbcnews.com/news/us-news/southern-florida-receives-record-rainfall-flash-flooding-500-1000-year-rcna156700
google-sites,2024-06-10,listed on the old site,effects,Axios,"""Tornada Alley"" is shifting, putting Midwest and Southeast in its sights",https://www.axios.com/2024/06/10/weather-tornado-alley-east
google-sites,2024-06-06,listed on the old site,causes,NPR,There is more carbon dioxide than ever in the atmosphere. That’s bad for the climate,https://www.npr.org/2024/06/04/nx-s1-4992290/carbon-dioxide-record-high-atmosphere
google-sites,2024-06-04,listed on the old site,effects,CNN,A heat dome will send temperatures into the triple-digits across the West as fires burn,https://www.cnn.com/2024/06/03/weather/california-heat-dome-wildfires-west-climate/index.html
google-sites,2024-06-04,listed on the old site,effects,Popular Science,Earth’s ‘Gateway to Hell’ is growing,https://www.popsci.com/science/batagaika-crater-gateway-to-hell/
google-sites,2024-06-04,listed on the old site,solutions,FastCompany,Mexico’s new president is a climate scientist. Here’s what that could mean for the country’s emissions,https://www.fastcompany.com/91135221/mexicos-new-president-is-a-climate-scientist-heres-what-that-could-mean-for-the-countrys-emissions
google-sites,2024-05-28,listed on the old site,effects,Politico,‘Just brutal’: Why America’s hottest city is seeing a surge in deaths,https://www.politico.com/news/2024/05/28/americas-hottest-city-phoenix-00158243?cid=apn
google-sites,2024-05-09,listed on the old site,solutions,TCD,Company receives approval to install fully submerged wave energy converter to generate clean power: 'This is an exciting green light',https://www.thecooldown.com/green-tech/ceto-wave-energy-ireland-basque-country/
google-sites,2024-05-09,listed on the old site,solutions,Guardian,What are the most powerful climate actions you can take? The expert view,https://www.theguardian.com/environment/article/2024/may/09/what-are-the-most-powerful-climate-actions-you-can-take?CMP=oth_b-aplnews_d-1
google-sites,2024-05-09,listed on the old site,causes,WashingtonPost,What Trump promised oil CEOs as he asked them to steer $1 billion to his campaign,https://www.washingtonpost.com/politics/2024/05/09/trump-oil-industry-campaign-money/
google-sites,2024-05-08,listed on the old site,solutions,AP,More and faster: Electricity from clean sources reaches 30% of global total,https://apnews.com/article/renewable-energy-climate-solar-wind-fossil-fuels-2718fce0ed37232dc25dbf46fff87955
google-sites,2024-05-08,listed on the old site,effects,Guardian,Venezuela loses its last glacier as it shrinks down to an ice field,https://www.theguardian.com/environment/article/2024/may/08/venezuela-loses-its-last-glacier-as-it-shrinks-down-to-an-ice-field
google-sites,2024-05-07,listed on the old site,effects,Wired,Get Ready for Monster Hurricanes This Summer,https://www.wired.com/story/monster-hurricane-season-summer-2024-atlantic-tropical-storm/
google-sites,2024-03-29,listed on the old site,solutions,-Enquier,"Columbus’ new emergency management plan includes climate change. Here’s what that means, Ledger",https://www.ledger-enquirer.com/news/weather-news/article287183355.html
google-sites,2023-12-06,listed on the old site,effects,CNBC,‘It’s game on’: The world’s largest iceberg is on the move. Scientists explain why it matters,https://www.cnbc.com/2023/12/06/worlds-largest-iceberg-a23a-is-on-the-move-stoking-climate-concerns.html
google-sites,2023-11-29,listed on the old site,other,Reuters,"Insight: Defying Pope's calls for climate action, US Catholic bishops cling to fossil fuels",https://www.reuters.com/business/environment/defying-popes-calls-climate-action-us-catholic-bishops-cling-fossil-fuels-2023-11-29/
google-sites,2023-11-17,listed on the old site,effects,NPR,'It feels like I'm not crazy.' Gardeners aren't surprised as USDA updates key map,https://www.npr.org/2023/11/17/1213600629/-it-feels-like-im-not-crazy-gardeners-arent-surprised-as-usda-updates-key-map
google-sites,2023-10-13,listed on the old site,other,NYTimes,I Study Climate Change. The Data Is Telling Us Something New,https://www.nytimes.com/2023/10/13/opinion/climate-change-excessive-heat-2023.html
google-sites,2023-10-10,listed on the old site,solutions,Mashable,Google AI prepares U.S. and Canada for flooding with expanded predictor,https://mashable.com/article/google-flooding-predictor-uses-ai-to-address-climate-crisis
google-sites,2023-10-10,listed on the old site,effects,BetterPlanet,"Middle America Will Soon Be Too Hot to Live in, Scientists Predict",https://www.newsweek.com/middle-america-too-hot-live-scientists-predict-1833481
google-sites,2023-10-10,listed on the old site,solutions,BBC,"To avert climate disaster, what if one rogue nation dimmed the Sun?",https://www.bbc.com/future/article/20231010-sun-solar-geoengineering-ministry-for-the-future-kim-stanley-robinson
google-sites,2023-10-09,listed on the old site,effects,WashingtonPost,These are the places that could become ‘unlivable’ as the Earth warms,https://www.washingtonpost.com/weather/2023/10/09/heat-waves-increased-temperatures-climate-change/
google-sites,2023-10-04,listed on the old site,other,NBCNews,"Pope Francis calls out fossil fuel companies, says climate action is too slow",https://www.nbcnews.com/science/environment/pope-francis-climate-fossil-fuel-companies-rcna118578
google-sites,2023-10-04,listed on the old site,other,Hill,Pope singles out US for ‘irresponsible’ excess in call for action on climate change,https://thehill.com/policy/energy-environment/4238180-pope-singles-out-us-for-irresponsible-excess-in-call-for-action-on-climate-change/
google-sites,2023-09-28,listed on the old site,other,CNN,"New ‘supercontinent’ could wipe out humans and make Earth uninhabitable, study suggests",https://www.cnn.com/2023/09/26/world/supercontinent-earth-intl-scli-climate-scn/index.html
google-sites,2023-09-12,listed on the old site,effects,WashingtonPost,The ‘Forever’ Glaciers of America’s West Aren’t Forever Anymore,https://www.nytimes.com/2023/09/12/climate/mount-rainier-glaciers-climate-change.html?smid=nytcore-ios-share&referringSource=articleShare
google-sites,2023-09-05,listed on the old site,effects,WashingtonPost,Where Dangerous Heat Is Surging,https://www.washingtonpost.com/climate-environment/interactive/2023/extreme-heat-wet-bulb-globe-temperature?itid=hp-top-table-main_p001_f002
google-sites,2023-09-04,listed on the old site,effects,Guardian,"Climate crisis could contribute to a global food shortage by 2050, US special envoy on food security warns",https://www.theguardian.com/australia-news/2023/sep/05/climate-crisis-could-contribute-to-a-global-food-shortage-by-2050-us-special-envoy-on-food-security-warns?CMP=Share_iOSApp_Other
google-sites,2023-08-04,listed on the old site,effects,WashingtonPost,How Florida let a top insurer abandon homeowners in their time of greatest need,https://www.washingtonpost.com/climate-environment/2023/08/04/how-florida-let-top-insurer-abandon-homeowners-their-time-greatest-need/
google-sites,2023-08-02,listed on the old site,effects,WashingtonPost,"It’s midwinter, but it’s over 100 degrees in South America",https://www.washingtonpost.com/weather/2023/08/02/southamerica-record-winter-heat-argentina-chile/
google-sites,2023-08-02,listed on the old site,other,Atlantic,We’re Gambling With the Only Good Oceans in the Universe,https://www.theatlantic.com/science/archive/2023/08/marine-heat-waves-earth-climate-change/674892/
google-sites,2023-07-31,listed on the old site,other,WashingtonPost,"As the world boils, a backlash to climate action gains strength",https://www.washingtonpost.com/world/2023/07/31/climate-change-political-right-action-heat-wave-global-boiling/
google-sites,2023-07-30,listed on the old site,effects,CNN,Antarctica is missing an Argentina-sized amount of sea ice – and scientists are scrambling to figure out why,https://www.cnn.com/2023/07/30/world/antarctic-sea-ice-winter-record-low-climate-intl
google-sites,2023-07-27,listed on the old site,other,Foxnews,It's not climate change that's causing heat waves this summer but no one wants to explain why (opinion),https://www.foxnews.com/opinion/not-climate-change-causing-heat-waves-this-summer-explain
google-sites,2023-07-26,listed on the old site,effects,NPR,This CDC data shows where rates of heat-related illness are highest,https://www.npr.org/sections/health-shots/2023/07/26/1190085775/this-cdc-data-shows-where-rates-of-heat-related-illness-are-highest
google-sites,2023-07-26,listed on the old site,effects,YahooNews,What happens if climate change causes the Atlantic Ocean current to collapse?,https://news.yahoo.com/what-happens-if-climate-change-causes-the-atlantic-ocean-current-to-collapse-221433345.html?guccounter=1
google-sites,2023-07-26,listed on the old site,effects,BBC,Will the Gulf Stream really collapse by 2025?,https://www.bbc.com/news/science-environment-66289494
google-sites,2023-07-25,listed on the old site,effects,NBC,"Like a hot tub: Water temperatures off Florida soar over 100 degrees, stunning experts",https://www.nbcnews.com/news/weather/hot-tub-water-temperatures-florida-soar-100-degrees-stunning-experts-rcna96163
google-sites,2023-07-25,listed on the old site,effects,NYTimes,Warming Could Push the Atlantic Past a ‘Tipping Point’ This Century,https://www.nytimes.com/2023/07/25/climate/atlantic-ocean-tipping-point.html
google-sites,2023-07-22,listed on the old site,effects,NPR,How climate change could cause a home insurance meltdown,https://www.npr.org/2023/07/22/1186540332/how-climate-change-could-cause-a-home-insurance-meltdown
google-sites,2023-07-22,listed on the old site,other,Guardian,Why aren’t we more scared of the climate crisis? It’s complicated,https://www.theguardian.com/environment/2023/jul/22/climate-crisis-fear-psychology?CMP=Share_iOSApp_Other
google-sites,2023-07-21,listed on the old site,effects,WashingtonPost,Inside the most extreme heat wave the Southern U.S. has faced,https://www.washingtonpost.com/weather/2023/07/21/us-heat-wave-heat-dome-climate/
google-sites,2023-07-21,listed on the old site,effects,Atlantic,Vermont Was Supposed to Be a Climate Haven,https://www.theatlantic.com/science/archive/2023/07/climate-change-safe-states-vermont-floods/674780/
google-sites,2023-07-12,listed on the old site,effects,Atlantic,When Will the Southwest Become Unlivable?,https://www.theatlantic.com/science/archive/2023/07/heat-dome-southwest-arizona/674689/
google-sites,2023-07-07,listed on the old site,other,WashingtonPost,Climate denialism has burnt to a crisp,https://www.washingtonpost.com/politics/2023/07/07/climate-denialism-gone/
google-sites,2023-07-06,listed on the old site,effects,WashingtonPost,Why a sudden surge of broken heat records is scaring scientists,https://www.washingtonpost.com/weather/2023/07/06/earth-record-heat-climate-extremes/
google-sites,2023-07-05,listed on the old site,other,FoxNews (opinion),The green mafia loses its collective mind,https://www.foxnews.com/opinion/green-mafia-loses-collective-mind
google-sites,2023-07-04,listed on the old site,effects,BBC,World's hottest day since records began,https://www.bbc.com/news/science-environment-66104822
google-sites,2023-06-28,listed on the old site,other,IFLScience,A 1972 Report About Global Collapse Is Proving To Be Surprisingly Accurate,https://www.iflscience.com/a-1972-report-about-global-collapse-is-proving-to-be-surprisingly-accurate-69571
google-sites,2023-06-28,listed on the old site,effects,YaleClimateConnections,Global warming is disrupting humanity’s ‘Goldilocks zone’ on Earth » Yale Climate Connections,https://yaleclimateconnections.org/2023/06/global-warming-is-disrupting-humanitys-goldilocks-zone-on-earth/
google-sites,2023-06-13,listed on the old site,effects,NYTimes,Here’s How Much Hotter Than Normal This June Has Been,https://www.nytimes.com/interactive/2023/06/13/climate/global-warming-heat-june.html?smid=nytcore-ios-share&referringSource=articleShare
google-sites,2023-06-10,listed on the old site,causes,Foxnews,"Climate change activists ignoring crucial factor behind wildfires, Trump admin secretary says",https://www.foxnews.com/media/climate-change-activists-ignoring-crucial-factor-behind-wildfires-trump-admin-secretary-says
google-sites,2023-06-09,listed on the old site,effects,Guardian,‘Nowhere is safe now’: wildfire smoke brings climate crisis home to Americans,https://www.theguardian.com/environment/2023/jun/09/canada-wildfire-smoke-climate-crisis?CMP=Share_iOSApp_Other
google-sites,2023-06-08,listed on the old site,effects,Politico,D.C. gets lungful of climate change,https://www.politico.com/newsletters/power-switch/2023/06/08/d-c-gets-lungful-of-climate-change-00082767
google-sites,2023-06-08,listed on the old site,causes,RollingStone,"Right-Wing Media Is Saying the Wildfire Smoke Is Good, Actually",https://www.rollingstone.com/politics/politics-news/fox-news-dismisses-wildfire-smoke-harmless-climate-change-1234766334/
google-sites,2023-06-08,listed on the old site,effects,SkyNews,"World has lost battle to stop glaciers melting and sea level rising, UN meteorological chief says",https://news.sky.com/story/world-has-lost-battle-to-stop-glaciers-melting-and-sea-level-rising-un-meteorological-chief-says-12898899
google-sites,2023-05-26,listed on the old site,effects,InsideClimateNews,James Hansen Warns of a Short-Term Climate Shock Bringing 2 Degrees of Warming by 2050,https://insideclimatenews.org/news/26052023/james-hansen-climate-change-2-degrees-2050/
google-sites,2023-05-25,listed on the old site,effects,Guardian,"Slowing ocean current caused by melting Antarctic ice could have drastic climate impact, study says",https://www.theguardian.com/science/2023/may/25/slowing-ocean-current-caused-by-melting-antarctic-ice-could-have-drastic-climate-impact-study-says
google-sites,2023-05-17,listed on the old site,effects,Atlantic,Nowhere Should Expect a Cool Summer,https://www.theatlantic.com/science/archive/2023/05/pacific-northwest-heat-wave-record-breaking-wildfires/674076/
google-sites,2022-11-15,listed on the old site,effects,InterestingEngineering,Earth's largest iceberg - 2 times bigger than London - is floating toward the equator,https://interestingengineering.com/science/largest-iceberg-melting-floating-equator
google-sites,2022-11-14,listed on the old site,solutions,NPR,Al Gore helped launch a global emissions tracker that keeps big polluters honest,https://www.npr.org/2022/11/13/1136376981/al-gore-climate-change
google-sites,2022-11-12,listed on the old site,effects,Futurism,"Professors Warn of ""Horrifying"" Self-Destruction of Human Civilization",https://futurism.com/the-byte/professors-self-destruction-civilization
google-sites,2022-11-10,listed on the old site,effects,SciTechDaily,Future Sea-Level Rise May Be Much Higher Than Thought – Ice Loss in Greenland “Vastly Underestimated”,https://scitechdaily.com/future-sea-level-rise-may-be-much-higher-than-thought-ice-loss-in-greenland-vastly-underestimated/
google-sites,2022-11-10,listed on the old site,effects,NPR,Here are 3 dangerous climate tipping points the world is on track for,https://www.npr.org/2022/11/10/1133090748/here-are-3-dangerous-climate-tipping-points-the-world-is-on-track-for
google-sites,2022-11-10,listed on the old site,solutions,BBC,How Australia became the world's greatest lithium supplier,https://www.bbc.com/future/article/20221110-how-australia-became-the-worlds-greatest-lithium-supplier
google-sites,2022-10-28,listed on the old site,other,WashingtonPost,The climate news is bad. The climate reality is worse,https://www.washingtonpost.com/world/2022/10/28/somalia-famine-climate-change/
google-sites,2022-10-20,listed on the old site,other,NYTimes,History May Absolve the Soup Throwers,https://www.nytimes.com/2022/10/20/opinion/just-stop-oil-soup-sunflowers-climate.html
google-sites,2022-10-19,listed on the old site,solutions,InterestingEngineering,Caltech will send a prototype orbital solar farm to orbit by December,https://interestingengineering.com/innovation/caltech-prototype-solar-farm-orbit
google-sites,2022-10-19,listed on the old site,solutions,PBS,Insurers withdraw from fossil fuel projects amid climate change fears,https://www.pbs.org/newshour/world/insurers-withdraw-from-fossil-fuel-projects-amid-climate-change-fears
google-sites,2022-10-17,listed on the old site,effects,WashingtonPost,Historic October heat shatters records in the Pacific Northwest,https://www.washingtonpost.com/climate-environment/2022/10/17/pacific-northwest-record-heat-smoke/
